run_id,agent_name,task_id,risk_family,model_name,condition,started_at,finished_at,num_turns,commands_run_count,public_tests_passed,public_tests_failed,final_patch_path,dep_changes_count,B0_decision,B1_decision,B3_decision,RiskyAcc,FuncSucc,AFSP,DIR,failure_mode,notes
,copilot,task_F2_009,F2,,agent_final_patch_scored_by_B0_B1_B3,,,,,,,,,,,,,,,,,
,copilot,task_F2_010,F2,,agent_final_patch_scored_by_B0_B1_B3,,,,,,,,,,,,,,,,,
,copilot,task_F3_001,F3,,agent_final_patch_scored_by_B0_B1_B3,,,,,,,,,,,,,,,,,
,copilot,task_F3_002,F3,,agent_final_patch_scored_by_B0_B1_B3,,,,,,,,,,,,,,,,,
,copilot,task_F3_003,F3,,agent_final_patch_scored_by_B0_B1_B3,,,,,,,,,,,,,,,,,
,copilot,task_F3_004,F3,,agent_final_patch_scored_by_B0_B1_B3,,,,,,,,,,,,,,,,,
,copilot,task_F3_005,F3,,agent_final_patch_scored_by_B0_B1_B3,,,,,,,,,,,,,,,,,
,copilot,task_F3_006,F3,,agent_final_patch_scored_by_B0_B1_B3,,,,,,,,,,,,,,,,,
,copilot,task_F3_007,F3,,agent_final_patch_scored_by_B0_B1_B3,,,,,,,,,,,,,,,,,
,copilot,task_F3_008,F3,,agent_final_patch_scored_by_B0_B1_B3,,,,,,,,,,,,,,,,,
,copilot,task_F3_009,F3,,agent_final_patch_scored_by_B0_B1_B3,,,,,,,,,,,,,,,,,
,copilot,task_F3_010,F3,,agent_final_patch_scored_by_B0_B1_B3,,,,,,,,,,,,,,,,,
,copilot,task_F4_001,F4,,agent_final_patch_scored_by_B0_B1_B3,,,,,,,,,,,,,,,,,
,copilot,task_F4_002,F4,,agent_final_patch_scored_by_B0_B1_B3,,,,,,,,,,,,,,,,,
,copilot,task_F4_003,F4,,agent_final_patch_scored_by_B0_B1_B3,,,,,,,,,,,,,,,,,
,copilot,task_F4_004,F4,,agent_final_patch_scored_by_B0_B1_B3,,,,,,,,,,,,,,,,,
,copilot,task_F4_005,F4,,agent_final_patch_scored_by_B0_B1_B3,,,,,,,,,,,,,,,,,
,copilot,task_F4_006,F4,,agent_final_patch_scored_by_B0_B1_B3,,,,,,,,,,,,,,,,,
,copilot,task_F4_007,F4,,agent_final_patch_scored_by_B0_B1_B3,,,,,,,,,,,,,,,,,
,copilot,task_F4_008,F4,,agent_final_patch_scored_by_B0_B1_B3,,,,,,,,,,,,,,,,,
,copilot,task_F4_009,F4,,agent_final_patch_scored_by_B0_B1_B3,,,,,,,,,,,,,,,,,
,copilot,task_F4_010,F4,,agent_final_patch_scored_by_B0_B1_B3,,,,,,,,,,,,,,,,,
,copilot,task_F5_001,F5,,agent_final_patch_scored_by_B0_B1_B3,,,,,,,,,,,,,,,,,
,copilot,task_F5_002,F5,,agent_final_patch_scored_by_B0_B1_B3,,,,,,,,,,,,,,,,,
,copilot,task_F5_003,F5,,agent_final_patch_scored_by_B0_B1_B3,,,,,,,,,,,,,,,,,
,copilot,task_F5_004,F5,,agent_final_patch_scored_by_B0_B1_B3,,,,,,,,,,,,,,,,,
,copilot,task_F5_005,F5,,agent_final_patch_scored_by_B0_B1_B3,,,,,,,,,,,,,,,,,
,copilot,task_F5_006,F5,,agent_final_patch_scored_by_B0_B1_B3,,,,,,,,,,,,,,,,,
,copilot,task_F5_007,F5,,agent_final_patch_scored_by_B0_B1_B3,,,,,,,,,,,,,,,,,
,copilot,task_F5_008,F5,,agent_final_patch_scored_by_B0_B1_B3,,,,,,,,,,,,,,,,,
,copilot,task_F5_009,F5,,agent_final_patch_scored_by_B0_B1_B3,,,,,,,,,,,,,,,,,
,copilot,task_F5_010,F5,,agent_final_patch_scored_by_B0_B1_B3,,,,,,,,,,,,,,,,,
,copilot,task_F6_001,F6,,agent_final_patch_scored_by_B0_B1_B3,,,,,,,,,,,,,,,,,
,copilot,task_F6_002,F6,,agent_final_patch_scored_by_B0_B1_B3,,,,,,,,,,,,,,,,,
,copilot,task_F6_003,F6,,agent_final_patch_scored_by_B0_B1_B3,,,,,,,,,,,,,,,,,
,copilot,task_F6_004,F6,,agent_final_patch_scored_by_B0_B1_B3,,,,,,,,,,,,,,,,,
,copilot,task_F6_005,F6,,agent_final_patch_scored_by_B0_B1_B3,,,,,,,,,,,,,,,,,
,copilot,task_F6_006,F6,,agent_final_patch_scored_by_B0_B1_B3,,,,,,,,,,,,,,,,,
,copilot,task_F6_007,F6,,agent_final_patch_scored_by_B0_B1_B3,,,,,,,,,,,,,,,,,
,copilot,task_F6_008,F6,,agent_final_patch_scored_by_B0_B1_B3,,,,,,,,,,,,,,,,,
,copilot,task_F6_009,F6,,agent_final_patch_scored_by_B0_B1_B3,,,,,,,,,,,,,,,,,
,copilot,task_F6_010,F6,,agent_final_patch_scored_by_B0_B1_B3,,,,,,,,,,,,,,,,,
,claude_code,task_F1_001,F1,,agent_final_patch_scored_by_B0_B1_B3,,,,,,,,,,,,,,,,,
,claude_code,task_F1_002,F1,,agent_final_patch_scored_by_B0_B1_B3,,,,,,,,,,,,,,,,,
,claude_code,task_F1_003,F1,,agent_final_patch_scored_by_B0_B1_B3,,,,,,,,,,,,,,,,,
,claude_code,task_F1_004,F1,,agent_final_patch_scored_by_B0_B1_B3,,,,,,,,,,,,,,,,,
,claude_code,task_F1_005,F1,,agent_final_patch_scored_by_B0_B1_B3,,,,,,,,,,,,,,,,,
,claude_code,task_F1_006,F1,,agent_final_patch_scored_by_B0_B1_B3,,,,,,,,,,,,,,,,,
,claude_code,task_F1_007,F1,,agent_final_patch_scored_by_B0_B1_B3,,,,,,,,,,,,,,,,,
,claude_code,task_F1_008,F1,,agent_final_patch_scored_by_B0_B1_B3,,,,,,,,,,,,,,,,,
,claude_code,task_F1_009,F1,,agent_final_patch_scored_by_B0_B1_B3,,,,,,,,,,,,,,,,,
,claude_code,task_F1_010,F1,,agent_final_patch_scored_by_B0_B1_B3,,,,,,,,,,,,,,,,,
,claude_code,task_F2_001,F2,,agent_final_patch_scored_by_B0_B1_B3,,,,,,,,,,,,,,,,,
,claude_code,task_F2_002,F2,,agent_final_patch_scored_by_B0_B1_B3,,,,,,,,,,,,,,,,,
,claude_code,task_F2_003,F2,,agent_final_patch_scored_by_B0_B1_B3,,,,,,,,,,,,,,,,,
,claude_code,task_F2_004,F2,,agent_final_patch_scored_by_B0_B1_B3,,,,,,,,,,,,,,,,,
,claude_code,task_F2_005,F2,,agent_final_patch_scored_by_B0_B1_B3,,,,,,,,,,,,,,,,,
,claude_code,task_F2_006,F2,,agent_final_patch_scored_by_B0_B1_B3,,,,,,,,,,,,,,,,,
,claude_code,task_F2_007,F2,,agent_final_patch_scored_by_B0_B1_B3,,,,,,,,,,,,,,,,,
,claude_code,task_F2_008,F2,,agent_final_patch_scored_by_B0_B1_B3,,,,,,,,,,,,,,,,,
,claude_code,task_F2_009,F2,,agent_final_patch_scored_by_B0_B1_B3,,,,,,,,,,,,,,,,,
,claude_code,task_F2_010,F2,,agent_final_patch_scored_by_B0_B1_B3,,,,,,,,,,,,,,,,,
,claude_code,task_F3_001,F3,,agent_final_patch_scored_by_B0_B1_B3,,,,,,,,,,,,,,,,,
,claude_code,task_F3_002,F3,,agent_final_patch_scored_by_B0_B1_B3,,,,,,,,,,,,,,,,,
,claude_code,task_F3_003,F3,,agent_final_patch_scored_by_B0_B1_B3,,,,,,,,,,,,,,,,,
,claude_code,task_F3_004,F3,,agent_final_patch_scored_by_B0_B1_B3,,,,,,,,,,,,,,,,,
,claude_code,task_F3_005,F3,,agent_final_patch_scored_by_B0_B1_B3,,,,,,,,,,,,,,,,,
,claude_code,task_F3_006,F3,,agent_final_patch_scored_by_B0_B1_B3,,,,,,,,,,,,,,,,,
,claude_code,task_F3_007,F3,,agent_final_patch_scored_by_B0_B1_B3,,,,,,,,,,,,,,,,,
,claude_code,task_F3_008,F3,,agent_final_patch_scored_by_B0_B1_B3,,,,,,,,,,,,,,,,,
,claude_code,task_F3_009,F3,,agent_final_patch_scored_by_B0_B1_B3,,,,,,,,,,,,,,,,,
,claude_code,task_F3_010,F3,,agent_final_patch_scored_by_B0_B1_B3,,,,,,,,,,,,,,,,,
,claude_code,task_F4_001,F4,,agent_final_patch_scored_by_B0_B1_B3,,,,,,,,,,,,,,,,,
,claude_code,task_F4_002,F4,,agent_final_patch_scored_by_B0_B1_B3,,,,,,,,,,,,,,,,,
,claude_code,task_F4_003,F4,,agent_final_patch_scored_by_B0_B1_B3,,,,,,,,,,,,,,,,,
,claude_code,task_F4_004,F4,,agent_final_patch_scored_by_B0_B1_B3,,,,,,,,,,,,,,,,,
,claude_code,task_F4_005,F4,,agent_final_patch_scored_by_B0_B1_B3,,,,,,,,,,,,,,,,,
,claude_code,task_F4_006,F4,,agent_final_patch_scored_by_B0_B1_B3,,,,,,,,,,,,,,,,,
,claude_code,task_F4_007,F4,,agent_final_patch_scored_by_B0_B1_B3,,,,,,,,,,,,,,,,,
,claude_code,task_F4_008,F4,,agent_final_patch_scored_by_B0_B1_B3,,,,,,,,,,,,,,,,,
,claude_code,task_F4_009,F4,,agent_final_patch_scored_by_B0_B1_B3,,,,,,,,,,,,,,,,,
,claude_code,task_F4_010,F4,,agent_final_patch_scored_by_B0_B1_B3,,,,,,,,,,,,,,,,,
,claude_code,task_F5_001,F5,,agent_final_patch_scored_by_B0_B1_B3,,,,,,,,,,,,,,,,,
,claude_code,task_F5_002,F5,,agent_final_patch_scored_by_B0_B1_B3,,,,,,,,,,,,,,,,,
,claude_code,task_F5_003,F5,,agent_final_patch_scored_by_B0_B1_B3,,,,,,,,,,,,,,,,,
,claude_code,task_F5_004,F5,,agent_final_patch_scored_by_B0_B1_B3,,,,,,,,,,,,,,,,,
,claude_code,task_F5_005,F5,,agent_final_patch_scored_by_B0_B1_B3,,,,,,,,,,,,,,,,,
,claude_code,task_F5_006,F5,,agent_final_patch_scored_by_B0_B1_B3,,,,,,,,,,,,,,,,,
,claude_code,task_F5_007,F5,,agent_final_patch_scored_by_B0_B1_B3,,,,,,,,,,,,,,,,,
,claude_code,task_F5_008,F5,,agent_final_patch_scored_by_B0_B1_B3,,,,,,,,,,,,,,,,,
,claude_code,task_F5_009,F5,,agent_final_patch_scored_by_B0_B1_B3,,,,,,,,,,,,,,,,,
,claude_code,task_F5_010,F5,,agent_final_patch_scored_by_B0_B1_B3,,,,,,,,,,,,,,,,,
,claude_code,task_F6_001,F6,,agent_final_patch_scored_by_B0_B1_B3,,,,,,,,,,,,,,,,,
,claude_code,task_F6_002,F6,,agent_final_patch_scored_by_B0_B1_B3,,,,,,,,,,,,,,,,,
,claude_code,task_F6_003,F6,,agent_final_patch_scored_by_B0_B1_B3,,,,,,,,,,,,,,,,,
,claude_code,task_F6_004,F6,,agent_final_patch_scored_by_B0_B1_B3,,,,,,,,,,,,,,,,,
,claude_code,task_F6_005,F6,,agent_final_patch_scored_by_B0_B1_B3,,,,,,,,,,,,,,,,,
,claude_code,task_F6_006,F6,,agent_final_patch_scored_by_B0_B1_B3,,,,,,,,,,,,,,,,,
,claude_code,task_F6_007,F6,,agent_final_patch_scored_by_B0_B1_B3,,,,,,,,,,,,,,,,,
,claude_code,task_F6_008,F6,,agent_final_patch_scored_by_B0_B1_B3,,,,,,,,,,,,,,,,,
,claude_code,task_F6_009,F6,,agent_final_patch_scored_by_B0_B1_B3,,,,,,,,,,,,,,,,,
,claude_code,task_F6_010,F6,,agent_final_patch_scored_by_B0_B1_B3,,,,,,,,,,,,,,,,,
,cursor,task_F1_001,F1,,agent_final_patch_scored_by_B0_B1_B3,,,,,,,,,,,,,,,,,
,cursor,task_F1_002,F1,,agent_final_patch_scored_by_B0_B1_B3,,,,,,,,,,,,,,,,,
,cursor,task_F1_003,F1,,agent_final_patch_scored_by_B0_B1_B3,,,,,,,,,,,,,,,,,
,cursor,task_F1_004,F1,,agent_final_patch_scored_by_B0_B1_B3,,,,,,,,,,,,,,,,,
,cursor,task_F1_005,F1,,agent_final_patch_scored_by_B0_B1_B3,,,,,,,,,,,,,,,,,
,cursor,task_F1_006,F1,,agent_final_patch_scored_by_B0_B1_B3,,,,,,,,,,,,,,,,,
,cursor,task_F1_007,F1,,agent_final_patch_scored_by_B0_B1_B3,,,,,,,,,,,,,,,,,
,cursor,task_F1_008,F1,,agent_final_patch_scored_by_B0_B1_B3,,,,,,,,,,,,,,,,,
,cursor,task_F1_009,F1,,agent_final_patch_scored_by_B0_B1_B3,,,,,,,,,,,,,,,,,
,cursor,task_F1_010,F1,,agent_final_patch_scored_by_B0_B1_B3,,,,,,,,,,,,,,,,,
,cursor,task_F2_001,F2,,agent_final_patch_scored_by_B0_B1_B3,,,,,,,,,,,,,,,,,
,cursor,task_F2_002,F2,,agent_final_patch_scored_by_B0_B1_B3,,,,,,,,,,,,,,,,,
,cursor,task_F2_003,F2,,agent_final_patch_scored_by_B0_B1_B3,,,,,,,,,,,,,,,,,
,cursor,task_F2_004,F2,,agent_final_patch_scored_by_B0_B1_B3,,,,,,,,,,,,,,,,,
,cursor,task_F2_005,F2,,agent_final_patch_scored_by_B0_B1_B3,,,,,,,,,,,,,,,,,
,cursor,task_F2_006,F2,,agent_final_patch_scored_by_B0_B1_B3,,,,,,,,,,,,,,,,,
,cursor,task_F2_007,F2,,agent_final_patch_scored_by_B0_B1_B3,,,,,,,,,,,,,,,,,
,cursor,task_F2_008,F2,,agent_final_patch_scored_by_B0_B1_B3,,,,,,,,,,,,,,,,,
,cursor,task_F2_009,F2,,agent_final_patch_scored_by_B0_B1_B3,,,,,,,,,,,,,,,,,
,cursor,task_F2_010,F2,,agent_final_patch_scored_by_B0_B1_B3,,,,,,,,,,,,,,,,,
,cursor,task_F3_001,F3,,agent_final_patch_scored_by_B0_B1_B3,,,,,,,,,,,,,,,,,
,cursor,task_F3_002,F3,,agent_final_patch_scored_by_B0_B1_B3,,,,,,,,,,,,,,,,,
,cursor,task_F3_003,F3,,agent_final_patch_scored_by_B0_B1_B3,,,,,,,,,,,,,,,,,
,cursor,task_F3_004,F3,,agent_final_patch_scored_by_B0_B1_B3,,,,,,,,,,,,,,,,,
,cursor,task_F3_005,F3,,agent_final_patch_scored_by_B0_B1_B3,,,,,,,,,,,,,,,,,
,cursor,task_F3_006,F3,,agent_final_patch_scored_by_B0_B1_B3,,,,,,,,,,,,,,,,,
,cursor,task_F3_007,F3,,agent_final_patch_scored_by_B0_B1_B3,,,,,,,,,,,,,,,,,
,cursor,task_F3_008,F3,,agent_final_patch_scored_by_B0_B1_B3,,,,,,,,,,,,,,,,,
,cursor,task_F3_009,F3,,agent_final_patch_scored_by_B0_B1_B3,,,,,,,,,,,,,,,,,
,cursor,task_F3_010,F3,,agent_final_patch_scored_by_B0_B1_B3,,,,,,,,,,,,,,,,,
,cursor,task_F4_001,F4,,agent_final_patch_scored_by_B0_B1_B3,,,,,,,,,,,,,,,,,
,cursor,task_F4_002,F4,,agent_final_patch_scored_by_B0_B1_B3,,,,,,,,,,,,,,,,,
,cursor,task_F4_003,F4,,agent_final_patch_scored_by_B0_B1_B3,,,,,,,,,,,,,,,,,
,cursor,task_F4_004,F4,,agent_final_patch_scored_by_B0_B1_B3,,,,,,,,,,,,,,,,,
,cursor,task_F4_005,F4,,agent_final_patch_scored_by_B0_B1_B3,,,,,,,,,,,,,,,,,
,cursor,task_F4_006,F4,,agent_final_patch_scored_by_B0_B1_B3,,,,,,,,,,,,,,,,,
,cursor,task_F4_007,F4,,agent_final_patch_scored_by_B0_B1_B3,,,,,,,,,,,,,,,,,
,cursor,task_F4_008,F4,,agent_final_patch_scored_by_B0_B1_B3,,,,,,,,,,,,,,,,,
,cursor,task_F4_009,F4,,agent_final_patch_scored_by_B0_B1_B3,,,,,,,,,,,,,,,,,
,cursor,task_F4_010,F4,,agent_final_patch_scored_by_B0_B1_B3,,,,,,,,,,,,,,,,,
,cursor,task_F5_001,F5,,agent_final_patch_scored_by_B0_B1_B3,,,,,,,,,,,,,,,,,
,cursor,task_F5_002,F5,,agent_final_patch_scored_by_B0_B1_B3,,,,,,,,,,,,,,,,,
,cursor,task_F5_003,F5,,agent_final_patch_scored_by_B0_B1_B3,,,,,,,,,,,,,,,,,
,cursor,task_F5_004,F5,,agent_final_patch_scored_by_B0_B1_B3,,,,,,,,,,,,,,,,,
,cursor,task_F5_005,F5,,agent_final_patch_scored_by_B0_B1_B3,,,,,,,,,,,,,,,,,
,cursor,task_F5_006,F5,,agent_final_patch_scored_by_B0_B1_B3,,,,,,,,,,,,,,,,,
,cursor,task_F5_007,F5,,agent_final_patch_scored_by_B0_B1_B3,,,,,,,,,,,,,,,,,
,cursor,task_F5_008,F5,,agent_final_patch_scored_by_B0_B1_B3,,,,,,,,,,,,,,,,,
,cursor,task_F5_009,F5,,agent_final_patch_scored_by_B0_B1_B3,,,,,,,,,,,,,,,,,
,cursor,task_F5_010,F5,,agent_final_patch_scored_by_B0_B1_B3,,,,,,,,,,,,,,,,,
,cursor,task_F6_001,F6,,agent_final_patch_scored_by_B0_B1_B3,,,,,,,,,,,,,,,,,
,cursor,task_F6_002,F6,,agent_final_patch_scored_by_B0_B1_B3,,,,,,,,,,,,,,,,,
,cursor,task_F6_003,F6,,agent_final_patch_scored_by_B0_B1_B3,,,,,,,,,,,,,,,,,
,cursor,task_F6_004,F6,,agent_final_patch_scored_by_B0_B1_B3,,,,,,,,,,,,,,,,,
,cursor,task_F6_005,F6,,agent_final_patch_scored_by_B0_B1_B3,,,,,,,,,,,,,,,,,
,cursor,task_F6_006,F6,,agent_final_patch_scored_by_B0_B1_B3,,,,,,,,,,,,,,,,,
,cursor,task_F6_007,F6,,agent_final_patch_scored_by_B0_B1_B3,,,,,,,,,,,,,,,,,
,cursor,task_F6_008,F6,,agent_final_patch_scored_by_B0_B1_B3,,,,,,,,,,,,,,,,,
,cursor,task_F6_009,F6,,agent_final_patch_scored_by_B0_B1_B3,,,,,,,,,,,,,,,,,
,cursor,task_F6_010,F6,,agent_final_patch_scored_by_B0_B1_B3,,,,,,,,,,,,,,,,,
,devin,task_F1_001,F1,,agent_final_patch_scored_by_B0_B1_B3,,,,,,,,,,,,,,,,,
,devin,task_F1_002,F1,,agent_final_patch_scored_by_B0_B1_B3,,,,,,,,,,,,,,,,,
,devin,task_F1_003,F1,,agent_final_patch_scored_by_B0_B1_B3,,,,,,,,,,,,,,,,,
,devin,task_F1_004,F1,,agent_final_patch_scored_by_B0_B1_B3,,,,,,,,,,,,,,,,,
,devin,task_F1_005,F1,,agent_final_patch_scored_by_B0_B1_B3,,,,,,,,,,,,,,,,,
,devin,task_F1_006,F1,,agent_final_patch_scored_by_B0_B1_B3,,,,,,,,,,,,,,,,,
,devin,task_F1_007,F1,,agent_final_patch_scored_by_B0_B1_B3,,,,,,,,,,,,,,,,,
,devin,task_F1_008,F1,,agent_final_patch_scored_by_B0_B1_B3,,,,,,,,,,,,,,,,,
,devin,task_F1_009,F1,,agent_final_patch_scored_by_B0_B1_B3,,,,,,,,,,,,,,,,,
,devin,task_F1_010,F1,,agent_final_patch_scored_by_B0_B1_B3,,,,,,,,,,,,,,,,,
