change_id,pr_id,repo,created_at,package_name,pinned_version,change_type,label_primary,label_secondary,label_confidence,evidence_source,evidence_note
aiporre/hippo-spharm#1::requirements.txt::trimesh::add,aiporre/hippo-spharm#1,aiporre/hippo-spharm,2026-02-25T15:43:59Z,trimesh,,add,NONE,NONE,high,live_pypi_osv(labeler_B),no risk evidence found
aiporre/hippo-spharm#1::requirements.txt::pyshtools::add,aiporre/hippo-spharm#1,aiporre/hippo-spharm,2026-02-25T15:43:59Z,pyshtools,,add,NONE,NONE,high,live_pypi_osv(labeler_B),no risk evidence found
aiporre/hippo-spharm#1::requirements.txt::plotly::add,aiporre/hippo-spharm#1,aiporre/hippo-spharm,2026-02-25T15:43:59Z,plotly,,add,NONE,NONE,high,live_pypi_osv(labeler_B),no risk evidence found
aiporre/hippo-spharm#1::requirements.txt::seaborn::add,aiporre/hippo-spharm#1,aiporre/hippo-spharm,2026-02-25T15:43:59Z,seaborn,,add,NONE,NONE,high,live_pypi_osv(labeler_B),no risk evidence found
aiporre/hippo-spharm#1::requirements.txt::tqdm::add,aiporre/hippo-spharm#1,aiporre/hippo-spharm,2026-02-25T15:43:59Z,tqdm,,add,NONE,NONE,high,live_pypi_osv(labeler_B),no risk evidence found
aiporre/hippo-spharm#1::requirements.txt::filelock::add,aiporre/hippo-spharm#1,aiporre/hippo-spharm,2026-02-25T15:43:59Z,filelock,,add,NONE,NONE,high,live_pypi_osv(labeler_B),no risk evidence found
aiporre/hippo-spharm#1::requirements.txt::nipype::add,aiporre/hippo-spharm#1,aiporre/hippo-spharm,2026-02-25T15:43:59Z,nipype,,add,NONE,NONE,high,live_pypi_osv(labeler_B),no risk evidence found
scieloorg/xylose#205::setup.py::legendarium::version_change,scieloorg/xylose#205,scieloorg/xylose,2026-04-27T18:08:16Z,legendarium,,version_change,NONE,NONE,high,live_pypi_osv(labeler_B),no risk evidence found
nickeldone/invoice-api#79::requirements.txt::pytest::add,nickeldone/invoice-api#79,nickeldone/invoice-api,2026-04-11T00:18:24Z,pytest,,add,NONE,NONE,high,live_pypi_osv(labeler_B),no risk evidence found
nickeldone/invoice-api#84::requirements.txt::pytest::add,nickeldone/invoice-api#84,nickeldone/invoice-api,2026-04-11T00:35:45Z,pytest,,add,NONE,NONE,high,live_pypi_osv(labeler_B),no risk evidence found
nickeldone/invoice-api#83::requirements.txt::pytest::add,nickeldone/invoice-api#83,nickeldone/invoice-api,2026-04-11T00:33:14Z,pytest,,add,NONE,NONE,high,live_pypi_osv(labeler_B),no risk evidence found
nickeldone/invoice-api#80::requirements.txt::pytest::add,nickeldone/invoice-api#80,nickeldone/invoice-api,2026-04-11T00:23:08Z,pytest,,add,NONE,NONE,high,live_pypi_osv(labeler_B),no risk evidence found
nickeldone/invoice-api#95::requirements.txt::pytest::add,nickeldone/invoice-api#95,nickeldone/invoice-api,2026-04-11T10:50:38Z,pytest,,add,NONE,NONE,high,live_pypi_osv(labeler_B),no risk evidence found
yohei-takahashi/20260417-githubcopilot#14::1.pomodoro/requirements.txt::flask::add,yohei-takahashi/20260417-githubcopilot#14,yohei-takahashi/20260417-githubcopilot,2026-04-17T07:43:42Z,Flask,,add,NONE,NONE,high,live_pypi_osv(labeler_B),no risk evidence found
yohei-takahashi/20260417-githubcopilot#14::1.pomodoro/requirements.txt::pytest::add,yohei-takahashi/20260417-githubcopilot#14,yohei-takahashi/20260417-githubcopilot,2026-04-17T07:43:42Z,pytest,,add,NONE,NONE,high,live_pypi_osv(labeler_B),no risk evidence found
ssk525/agentic-research-assistant#3::requirements.txt::sqlalchemy::version_change,ssk525/agentic-research-assistant#3,ssk525/agentic-research-assistant,2026-06-09T05:34:07Z,sqlalchemy,2.0.35,version_change,NONE,NONE,high,live_pypi_osv(labeler_B),no risk evidence found
donny-devops/fastapi-starter-kit#4::requirements.txt::itsdangerous::add,donny-devops/fastapi-starter-kit#4,donny-devops/fastapi-starter-kit,2026-06-08T11:21:05Z,itsdangerous,2.2.0,add,NONE,NONE,high,live_pypi_osv(labeler_B),no risk evidence found
LulzSec1337/MailXapp#11::requirements.txt::ttkbootstrap::add,LulzSec1337/MailXapp#11,LulzSec1337/MailXapp,2026-04-01T20:29:39Z,ttkbootstrap,,add,NONE,NONE,high,live_pypi_osv(labeler_B),no risk evidence found
LulzSec1337/MailXapp#11::requirements.txt::msal::add,LulzSec1337/MailXapp#11,LulzSec1337/MailXapp,2026-04-01T20:29:39Z,msal,,add,NONE,NONE,high,live_pypi_osv(labeler_B),no risk evidence found
LulzSec1337/MailXapp#11::requirements.txt::requests::add,LulzSec1337/MailXapp#11,LulzSec1337/MailXapp,2026-04-01T20:29:39Z,requests,,add,NONE,NONE,high,live_pypi_osv(labeler_B),no risk evidence found
motanova84/Riemann-adelic#228::requirements.txt::scipy::remove,motanova84/Riemann-adelic#228,motanova84/Riemann-adelic,2025-09-25T08:31:57Z,scipy,,remove,NONE,NONE,high,live_pypi_osv(labeler_B),change_type=remove; not risk-bearing
Jems0033/smart-ml-dashboard#1::requirements.txt::streamlit::add,Jems0033/smart-ml-dashboard#1,Jems0033/smart-ml-dashboard,2026-04-28T14:41:57Z,streamlit,,add,NONE,NONE,high,live_pypi_osv(labeler_B),no risk evidence found
Jems0033/smart-ml-dashboard#1::requirements.txt::pandas::add,Jems0033/smart-ml-dashboard#1,Jems0033/smart-ml-dashboard,2026-04-28T14:41:57Z,pandas,,add,NONE,S4_LICENSE_POLICY_CONFLICT,high,live_pypi_osv(labeler_B),copyleft license token 'gpl'
Jems0033/smart-ml-dashboard#1::requirements.txt::scikit-learn::add,Jems0033/smart-ml-dashboard#1,Jems0033/smart-ml-dashboard,2026-04-28T14:41:57Z,scikit-learn,,add,NONE,NONE,high,live_pypi_osv(labeler_B),no risk evidence found
Jems0033/smart-ml-dashboard#1::requirements.txt::matplotlib::add,Jems0033/smart-ml-dashboard#1,Jems0033/smart-ml-dashboard,2026-04-28T14:41:57Z,matplotlib,,add,NONE,S4_LICENSE_POLICY_CONFLICT,high,live_pypi_osv(labeler_B),copyleft license token 'gpl'
Jems0033/smart-ml-dashboard#1::requirements.txt::seaborn::add,Jems0033/smart-ml-dashboard#1,Jems0033/smart-ml-dashboard,2026-04-28T14:41:57Z,seaborn,,add,NONE,NONE,high,live_pypi_osv(labeler_B),no risk evidence found
Jems0033/smart-ml-dashboard#1::requirements.txt::numpy::add,Jems0033/smart-ml-dashboard#1,Jems0033/smart-ml-dashboard,2026-04-28T14:41:57Z,numpy,,add,NONE,NONE,high,live_pypi_osv(labeler_B),no risk evidence found
samstill/company_management_backend#1::requirements.txt::asgiref::version_change,samstill/company_management_backend#1,samstill/company_management_backend,2026-05-29T07:51:41Z,asgiref,3.11.1,version_change,NONE,NONE,high,live_pypi_osv(labeler_B),no risk evidence found
samstill/company_management_backend#1::requirements.txt::django::version_change,samstill/company_management_backend#1,samstill/company_management_backend,2026-05-29T07:51:41Z,Django,5.1.15,version_change,NONE,NONE,high,live_pypi_osv(labeler_B),no risk evidence found
samstill/company_management_backend#1::requirements.txt::djangorestframework::version_change,samstill/company_management_backend#1,samstill/company_management_backend,2026-05-29T07:51:41Z,djangorestframework,3.17.1,version_change,NONE,NONE,high,live_pypi_osv(labeler_B),no risk evidence found
samstill/company_management_backend#1::requirements.txt::djangorestframework-simplejwt::version_change,samstill/company_management_backend#1,samstill/company_management_backend,2026-05-29T07:51:41Z,djangorestframework-simplejwt,5.5.1,version_change,NONE,NONE,high,live_pypi_osv(labeler_B),no risk evidence found
samstill/company_management_backend#1::requirements.txt::pillow::version_change,samstill/company_management_backend#1,samstill/company_management_backend,2026-05-29T07:51:41Z,pillow,12.2.0,version_change,NONE,NONE,high,live_pypi_osv(labeler_B),no risk evidence found
samstill/company_management_backend#1::requirements.txt::pyjwt::version_change,samstill/company_management_backend#1,samstill/company_management_backend,2026-05-29T07:51:41Z,PyJWT,2.12.0,version_change,P3_DIRECT_KNOWN_VULNERABILITY,NONE,high,live_pypi_osv(labeler_B),"advisory(ies) known at PR time cover ==2.12.0: PYSEC-2026-175,PYSEC-2026-176,PYSEC-2026-177..."
samstill/company_management_backend#1::requirements.txt::sqlparse::version_change,samstill/company_management_backend#1,samstill/company_management_backend,2026-05-29T07:51:41Z,sqlparse,0.5.4,version_change,NONE,NONE,high,live_pypi_osv(labeler_B),no risk evidence found
mdshahadathossainit/siamese-lstm-paraphrase-identification#1::requirements.txt::torch::add,mdshahadathossainit/siamese-lstm-paraphrase-identification#1,mdshahadathossainit/siamese-lstm-paraphrase-identification,2026-05-02T07:36:14Z,torch,,add,NONE,NONE,high,live_pypi_osv(labeler_B),no risk evidence found
mdshahadathossainit/siamese-lstm-paraphrase-identification#1::requirements.txt::torchvision::add,mdshahadathossainit/siamese-lstm-paraphrase-identification#1,mdshahadathossainit/siamese-lstm-paraphrase-identification,2026-05-02T07:36:14Z,torchvision,,add,NONE,NONE,high,live_pypi_osv(labeler_B),no risk evidence found
mdshahadathossainit/siamese-lstm-paraphrase-identification#1::requirements.txt::pandas::add,mdshahadathossainit/siamese-lstm-paraphrase-identification#1,mdshahadathossainit/siamese-lstm-paraphrase-identification,2026-05-02T07:36:14Z,pandas,,add,NONE,S4_LICENSE_POLICY_CONFLICT,high,live_pypi_osv(labeler_B),copyleft license token 'gpl'
mdshahadathossainit/siamese-lstm-paraphrase-identification#1::requirements.txt::numpy::add,mdshahadathossainit/siamese-lstm-paraphrase-identification#1,mdshahadathossainit/siamese-lstm-paraphrase-identification,2026-05-02T07:36:14Z,numpy,,add,NONE,NONE,high,live_pypi_osv(labeler_B),no risk evidence found
mdshahadathossainit/siamese-lstm-paraphrase-identification#1::requirements.txt::scikit-learn::add,mdshahadathossainit/siamese-lstm-paraphrase-identification#1,mdshahadathossainit/siamese-lstm-paraphrase-identification,2026-05-02T07:36:14Z,scikit-learn,,add,NONE,NONE,high,live_pypi_osv(labeler_B),no risk evidence found
mdshahadathossainit/siamese-lstm-paraphrase-identification#1::requirements.txt::nltk::add,mdshahadathossainit/siamese-lstm-paraphrase-identification#1,mdshahadathossainit/siamese-lstm-paraphrase-identification,2026-05-02T07:36:14Z,nltk,,add,NONE,NONE,high,live_pypi_osv(labeler_B),no risk evidence found
mdshahadathossainit/siamese-lstm-paraphrase-identification#1::requirements.txt::gensim::add,mdshahadathossainit/siamese-lstm-paraphrase-identification#1,mdshahadathossainit/siamese-lstm-paraphrase-identification,2026-05-02T07:36:14Z,gensim,,add,NONE,S4_LICENSE_POLICY_CONFLICT,high,live_pypi_osv(labeler_B),copyleft license token 'gpl'
mdshahadathossainit/siamese-lstm-paraphrase-identification#1::requirements.txt::tqdm::add,mdshahadathossainit/siamese-lstm-paraphrase-identification#1,mdshahadathossainit/siamese-lstm-paraphrase-identification,2026-05-02T07:36:14Z,tqdm,,add,NONE,NONE,high,live_pypi_osv(labeler_B),no risk evidence found
mdshahadathossainit/siamese-lstm-paraphrase-identification#1::requirements.txt::matplotlib::add,mdshahadathossainit/siamese-lstm-paraphrase-identification#1,mdshahadathossainit/siamese-lstm-paraphrase-identification,2026-05-02T07:36:14Z,matplotlib,,add,NONE,S4_LICENSE_POLICY_CONFLICT,high,live_pypi_osv(labeler_B),copyleft license token 'gpl'
mdshahadathossainit/siamese-lstm-paraphrase-identification#1::requirements.txt::seaborn::add,mdshahadathossainit/siamese-lstm-paraphrase-identification#1,mdshahadathossainit/siamese-lstm-paraphrase-identification,2026-05-02T07:36:14Z,seaborn,,add,NONE,NONE,high,live_pypi_osv(labeler_B),no risk evidence found
mdshahadathossainit/siamese-lstm-paraphrase-identification#1::requirements.txt::jupyter::add,mdshahadathossainit/siamese-lstm-paraphrase-identification#1,mdshahadathossainit/siamese-lstm-paraphrase-identification,2026-05-02T07:36:14Z,jupyter,,add,NONE,NONE,high,live_pypi_osv(labeler_B),no risk evidence found
mdshahadathossainit/siamese-lstm-paraphrase-identification#1::requirements.txt::ipykernel::add,mdshahadathossainit/siamese-lstm-paraphrase-identification#1,mdshahadathossainit/siamese-lstm-paraphrase-identification,2026-05-02T07:36:14Z,ipykernel,,add,NONE,NONE,high,live_pypi_osv(labeler_B),no risk evidence found
ssk525/agentic-research-assistant#4::requirements.txt::sqlalchemy::version_change,ssk525/agentic-research-assistant#4,ssk525/agentic-research-assistant,2026-06-09T06:14:44Z,sqlalchemy,2.0.35,version_change,NONE,NONE,high,live_pypi_osv(labeler_B),no risk evidence found
ssk525/agentic-research-assistant#1::requirements.txt::sqlalchemy::version_change,ssk525/agentic-research-assistant#1,ssk525/agentic-research-assistant,2026-06-08T18:16:42Z,sqlalchemy,2.0.35,version_change,NONE,NONE,high,live_pypi_osv(labeler_B),no risk evidence found
questusmx/data#12::requirements.txt::python-dotenv::add,questusmx/data#12,questusmx/data,2026-04-11T13:43:00Z,python-dotenv,,add,NONE,NONE,high,live_pypi_osv(labeler_B),no risk evidence found
questusmx/data#13::requirements.txt::pytest::add,questusmx/data#13,questusmx/data,2026-04-11T13:45:37Z,pytest,,add,NONE,NONE,high,live_pypi_osv(labeler_B),no risk evidence found
psachincofs/test-streamlit#1::requirements.txt::streamlit::add,psachincofs/test-streamlit#1,psachincofs/test-streamlit,2026-06-10T20:27:28Z,streamlit,,add,NONE,NONE,high,live_pypi_osv(labeler_B),no risk evidence found
psachincofs/test-streamlit#1::requirements.txt::pandas::add,psachincofs/test-streamlit#1,psachincofs/test-streamlit,2026-06-10T20:27:28Z,pandas,,add,NONE,S4_LICENSE_POLICY_CONFLICT,high,live_pypi_osv(labeler_B),copyleft license token 'gpl'
psachincofs/test-streamlit#1::requirements.txt::numpy::add,psachincofs/test-streamlit#1,psachincofs/test-streamlit,2026-06-10T20:27:28Z,numpy,,add,NONE,NONE,high,live_pypi_osv(labeler_B),no risk evidence found
atze1210/nimbus-eth2#52::ncli/requirements.txt::zipp::add,atze1210/nimbus-eth2#52,atze1210/nimbus-eth2,2026-05-25T05:35:27Z,zipp,3.19.2,add,NONE,NONE,high,live_pypi_osv(labeler_B),no risk evidence found
Rayabad/RDG#1::requirements.txt::fastapi::add,Rayabad/RDG#1,Rayabad/RDG,2026-06-11T08:48:03Z,fastapi,,add,NONE,NONE,high,live_pypi_osv(labeler_B),no risk evidence found
Rayabad/RDG#1::requirements.txt::uvicorn::add,Rayabad/RDG#1,Rayabad/RDG,2026-06-11T08:48:03Z,uvicorn,,add,NONE,NONE,high,live_pypi_osv(labeler_B),no risk evidence found
Rayabad/RDG#1::requirements.txt::pydantic::add,Rayabad/RDG#1,Rayabad/RDG,2026-06-11T08:48:03Z,pydantic,,add,NONE,NONE,high,live_pypi_osv(labeler_B),no risk evidence found
Rayabad/RDG#1::requirements.txt::sqlmodel::add,Rayabad/RDG#1,Rayabad/RDG,2026-06-11T08:48:03Z,sqlmodel,,add,NONE,NONE,high,live_pypi_osv(labeler_B),no risk evidence found
Rayabad/RDG#1::requirements.txt::aiosqlite::add,Rayabad/RDG#1,Rayabad/RDG,2026-06-11T08:48:03Z,aiosqlite,,add,NONE,NONE,high,live_pypi_osv(labeler_B),no risk evidence found
Rayabad/RDG#1::requirements.txt::httpx::add,Rayabad/RDG#1,Rayabad/RDG,2026-06-11T08:48:03Z,httpx,,add,NONE,NONE,high,live_pypi_osv(labeler_B),no risk evidence found
Rayabad/RDG#1::requirements.txt::pytest::add,Rayabad/RDG#1,Rayabad/RDG,2026-06-11T08:48:03Z,pytest,,add,NONE,NONE,high,live_pypi_osv(labeler_B),no risk evidence found
Rayabad/RDG#1::requirements.txt::pytest-asyncio::add,Rayabad/RDG#1,Rayabad/RDG,2026-06-11T08:48:03Z,pytest-asyncio,,add,NONE,NONE,high,live_pypi_osv(labeler_B),no risk evidence found
Rayabad/RDG#1::requirements.txt::sqlalchemy::add,Rayabad/RDG#1,Rayabad/RDG,2026-06-11T08:48:03Z,sqlalchemy,,add,NONE,NONE,high,live_pypi_osv(labeler_B),no risk evidence found
Clarifai/pipeline-examples#31::classifier-pipeline-resnet-quick-start/model-version-train-ps/1/models/model/requirements.txt::setuptools::add,Clarifai/pipeline-examples#31,Clarifai/pipeline-examples,2026-05-19T14:49:31Z,setuptools,,add,NONE,NONE,high,live_pypi_osv(labeler_B),no risk evidence found
Clarifai/pipeline-examples#31::classifier-pipeline-resnet-quick-start/model-version-train-ps/requirements.txt::setuptools::add,Clarifai/pipeline-examples#31,Clarifai/pipeline-examples,2026-05-19T14:49:31Z,setuptools,,add,NONE,NONE,high,live_pypi_osv(labeler_B),no risk evidence found
Clarifai/pipeline-examples#31::classifier-pipeline-resnet/classifier-pipeline-resnet-ps/1/models/model/requirements.txt::setuptools::add,Clarifai/pipeline-examples#31,Clarifai/pipeline-examples,2026-05-19T14:49:31Z,setuptools,,add,NONE,NONE,high,live_pypi_osv(labeler_B),no risk evidence found
Clarifai/pipeline-examples#31::classifier-pipeline-resnet/classifier-pipeline-resnet-ps/requirements.txt::setuptools::add,Clarifai/pipeline-examples#31,Clarifai/pipeline-examples,2026-05-19T14:49:31Z,setuptools,,add,NONE,NONE,high,live_pypi_osv(labeler_B),no risk evidence found
hwmty100131-hash/nbnb-#3::requirements.txt::socket::remove,hwmty100131-hash/nbnb-#3,hwmty100131-hash/nbnb-,2026-03-14T09:40:42Z,socket,,remove,NONE,NONE,high,live_pypi_osv(labeler_B),change_type=remove; not risk-bearing
hwmty100131-hash/nbnb-#3::requirements.txt::pybluez::remove,hwmty100131-hash/nbnb-#3,hwmty100131-hash/nbnb-,2026-03-14T09:40:42Z,pybluez,,remove,NONE,NONE,high,live_pypi_osv(labeler_B),change_type=remove; not risk-bearing
bharath1997-crypto/group-travel-os#9::requirements.txt::grpcio::version_change,bharath1997-crypto/group-travel-os#9,bharath1997-crypto/group-travel-os,2026-05-09T20:11:14Z,grpcio,1.71.2,version_change,NONE,NONE,high,live_pypi_osv(labeler_B),no risk evidence found
bharath1997-crypto/group-travel-os#9::requirements.txt::grpcio-status::version_change,bharath1997-crypto/group-travel-os#9,bharath1997-crypto/group-travel-os,2026-05-09T20:11:14Z,grpcio-status,1.71.2,version_change,NONE,NONE,high,live_pypi_osv(labeler_B),no risk evidence found
Aijazakbar/Spitting-Detection-System#1::requirements.txt::opencv-python::add,Aijazakbar/Spitting-Detection-System#1,Aijazakbar/Spitting-Detection-System,2026-03-10T15:47:56Z,opencv-python,,add,NONE,NONE,high,live_pypi_osv(labeler_B),no risk evidence found
Aijazakbar/Spitting-Detection-System#1::requirements.txt::mediapipe::add,Aijazakbar/Spitting-Detection-System#1,Aijazakbar/Spitting-Detection-System,2026-03-10T15:47:56Z,mediapipe,,add,NONE,NONE,high,live_pypi_osv(labeler_B),no risk evidence found
Aijazakbar/Spitting-Detection-System#1::requirements.txt::playsound::add,Aijazakbar/Spitting-Detection-System#1,Aijazakbar/Spitting-Detection-System,2026-03-10T15:47:56Z,playsound,,add,NONE,NONE,high,live_pypi_osv(labeler_B),no risk evidence found
HaTranThai/multi-agent-base-for-history#1::requirements.txt::fastapi::add,HaTranThai/multi-agent-base-for-history#1,HaTranThai/multi-agent-base-for-history,2025-12-02T04:12:22Z,fastapi,,add,NONE,NONE,high,live_pypi_osv(labeler_B),no risk evidence found
HaTranThai/multi-agent-base-for-history#1::requirements.txt::uvicorn::add,HaTranThai/multi-agent-base-for-history#1,HaTranThai/multi-agent-base-for-history,2025-12-02T04:12:22Z,uvicorn,,add,NONE,NONE,high,live_pypi_osv(labeler_B),no risk evidence found
HaTranThai/multi-agent-base-for-history#1::requirements.txt::python-dotenv::add,HaTranThai/multi-agent-base-for-history#1,HaTranThai/multi-agent-base-for-history,2025-12-02T04:12:22Z,python-dotenv,,add,NONE,NONE,high,live_pypi_osv(labeler_B),no risk evidence found
HaTranThai/multi-agent-base-for-history#1::requirements.txt::langchain::add,HaTranThai/multi-agent-base-for-history#1,HaTranThai/multi-agent-base-for-history,2025-12-02T04:12:22Z,langchain,,add,NONE,NONE,high,live_pypi_osv(labeler_B),no risk evidence found
HaTranThai/multi-agent-base-for-history#1::requirements.txt::langchain-community::add,HaTranThai/multi-agent-base-for-history#1,HaTranThai/multi-agent-base-for-history,2025-12-02T04:12:22Z,langchain-community,,add,NONE,NONE,high,live_pypi_osv(labeler_B),no risk evidence found
HaTranThai/multi-agent-base-for-history#1::requirements.txt::langchain-openai::add,HaTranThai/multi-agent-base-for-history#1,HaTranThai/multi-agent-base-for-history,2025-12-02T04:12:22Z,langchain-openai,,add,NONE,NONE,high,live_pypi_osv(labeler_B),no risk evidence found
HaTranThai/multi-agent-base-for-history#1::requirements.txt::langchain-google-genai::add,HaTranThai/multi-agent-base-for-history#1,HaTranThai/multi-agent-base-for-history,2025-12-02T04:12:22Z,langchain-google-genai,,add,NONE,NONE,high,live_pypi_osv(labeler_B),no risk evidence found
HaTranThai/multi-agent-base-for-history#1::requirements.txt::langchain-huggingface::add,HaTranThai/multi-agent-base-for-history#1,HaTranThai/multi-agent-base-for-history,2025-12-02T04:12:22Z,langchain-huggingface,,add,NONE,NONE,high,live_pypi_osv(labeler_B),no risk evidence found
HaTranThai/multi-agent-base-for-history#1::requirements.txt::langchain-text-splitters::add,HaTranThai/multi-agent-base-for-history#1,HaTranThai/multi-agent-base-for-history,2025-12-02T04:12:22Z,langchain-text-splitters,,add,NONE,NONE,high,live_pypi_osv(labeler_B),no risk evidence found
HaTranThai/multi-agent-base-for-history#1::requirements.txt::langgraph::add,HaTranThai/multi-agent-base-for-history#1,HaTranThai/multi-agent-base-for-history,2025-12-02T04:12:22Z,langgraph,,add,NONE,NONE,high,live_pypi_osv(labeler_B),no risk evidence found
HaTranThai/multi-agent-base-for-history#1::requirements.txt::faiss-cpu::add,HaTranThai/multi-agent-base-for-history#1,HaTranThai/multi-agent-base-for-history,2025-12-02T04:12:22Z,faiss-cpu,,add,NONE,NONE,high,live_pypi_osv(labeler_B),no risk evidence found
HaTranThai/multi-agent-base-for-history#1::requirements.txt::pydantic::add,HaTranThai/multi-agent-base-for-history#1,HaTranThai/multi-agent-base-for-history,2025-12-02T04:12:22Z,pydantic,,add,NONE,NONE,high,live_pypi_osv(labeler_B),no risk evidence found
monishhariharan/Deep-Learning-CFA#3::requirements.txt::numpy::add,monishhariharan/Deep-Learning-CFA#3,monishhariharan/Deep-Learning-CFA,2026-03-26T14:27:34Z,numpy,,add,NONE,NONE,high,live_pypi_osv(labeler_B),no risk evidence found
monishhariharan/Deep-Learning-CFA#3::requirements.txt::pandas::add,monishhariharan/Deep-Learning-CFA#3,monishhariharan/Deep-Learning-CFA,2026-03-26T14:27:34Z,pandas,,add,NONE,S4_LICENSE_POLICY_CONFLICT,high,live_pypi_osv(labeler_B),copyleft license token 'gpl'
monishhariharan/Deep-Learning-CFA#3::requirements.txt::yfinance::add,monishhariharan/Deep-Learning-CFA#3,monishhariharan/Deep-Learning-CFA,2026-03-26T14:27:34Z,yfinance,,add,NONE,NONE,high,live_pypi_osv(labeler_B),no risk evidence found
monishhariharan/Deep-Learning-CFA#3::requirements.txt::scikit-learn::add,monishhariharan/Deep-Learning-CFA#3,monishhariharan/Deep-Learning-CFA,2026-03-26T14:27:34Z,scikit-learn,,add,NONE,NONE,high,live_pypi_osv(labeler_B),no risk evidence found
monishhariharan/Deep-Learning-CFA#3::requirements.txt::matplotlib::add,monishhariharan/Deep-Learning-CFA#3,monishhariharan/Deep-Learning-CFA,2026-03-26T14:27:34Z,matplotlib,,add,NONE,S4_LICENSE_POLICY_CONFLICT,high,live_pypi_osv(labeler_B),copyleft license token 'gpl'
ssk525/agentic-research-assistant#2::requirements.txt::sqlalchemy::version_change,ssk525/agentic-research-assistant#2,ssk525/agentic-research-assistant,2026-06-08T18:28:23Z,sqlalchemy,2.0.35,version_change,NONE,NONE,high,live_pypi_osv(labeler_B),no risk evidence found
brwngld/SessionSentinel#1::requirements.txt::pytest::add,brwngld/SessionSentinel#1,brwngld/SessionSentinel,2026-03-27T07:35:47Z,pytest,,add,NONE,NONE,high,live_pypi_osv(labeler_B),no risk evidence found
