pr_id,repo,pr_url,created_at,merged_at,tool_evidence,manifest_file,package_name,old_spec,new_spec,change_type,label_primary,label_secondary,primary_grade,label_confidence,evidence_source,evidence_timestamp,labeler,adjudication_needed,adjudication_result,change_id,notes
aiporre/hippo-spharm#1,aiporre/hippo-spharm,https://github.com/aiporre/hippo-spharm/pull/1,2026-02-25T15:43:59Z,,aidev_agent:copilot,requirements.txt,matplotlib,,,add,NONE,S4_LICENSE_POLICY_CONFLICT,,high,dual_independent(labeler_A=evidence; labeler_B=live_pypi_osv),2026-06-13T19:18:48.756114+00:00,A+B,False,,aiporre/hippo-spharm#1::requirements.txt::matplotlib::add,
aiporre/hippo-spharm#1,aiporre/hippo-spharm,https://github.com/aiporre/hippo-spharm/pull/1,2026-02-25T15:43:59Z,,aidev_agent:copilot,requirements.txt,scikit-image,,,add,NONE,NONE,,high,dual_independent(labeler_A=evidence; labeler_B=live_pypi_osv),2026-06-13T19:18:48.772249+00:00,A+B,False,,aiporre/hippo-spharm#1::requirements.txt::scikit-image::add,
aiporre/hippo-spharm#1,aiporre/hippo-spharm,https://github.com/aiporre/hippo-spharm/pull/1,2026-02-25T15:43:59Z,,aidev_agent:copilot,requirements.txt,nibabel,,,add,NONE,NONE,,high,dual_independent(labeler_A=evidence; labeler_B=live_pypi_osv),2026-06-13T19:18:48.747659+00:00,A+B,False,,aiporre/hippo-spharm#1::requirements.txt::nibabel::add,
aiporre/hippo-spharm#1,aiporre/hippo-spharm,https://github.com/aiporre/hippo-spharm/pull/1,2026-02-25T15:43:59Z,,aidev_agent:copilot,requirements.txt,SimpleITK,,,add,NONE,NONE,,high,dual_independent(labeler_A=evidence; labeler_B=live_pypi_osv),2026-06-13T19:18:48.749090+00:00,A+B,False,,aiporre/hippo-spharm#1::requirements.txt::simpleitk::add,
aiporre/hippo-spharm#1,aiporre/hippo-spharm,https://github.com/aiporre/hippo-spharm/pull/1,2026-02-25T15:43:59Z,,aidev_agent:copilot,requirements.txt,trimesh,,,add,NONE,NONE,,high,dual_independent(labeler_A=evidence; labeler_B=live_pypi_osv),2026-06-13T19:18:48.800287+00:00,A+B,False,,aiporre/hippo-spharm#1::requirements.txt::trimesh::add,
aiporre/hippo-spharm#1,aiporre/hippo-spharm,https://github.com/aiporre/hippo-spharm/pull/1,2026-02-25T15:43:59Z,,aidev_agent:copilot,requirements.txt,pyshtools,,,add,NONE,NONE,,high,dual_independent(labeler_A=evidence; labeler_B=live_pypi_osv),2026-06-13T19:18:48.816660+00:00,A+B,False,,aiporre/hippo-spharm#1::requirements.txt::pyshtools::add,
aiporre/hippo-spharm#1,aiporre/hippo-spharm,https://github.com/aiporre/hippo-spharm/pull/1,2026-02-25T15:43:59Z,,aidev_agent:copilot,requirements.txt,plotly,,,add,NONE,NONE,,high,dual_independent(labeler_A=evidence; labeler_B=live_pypi_osv),2026-06-13T19:18:48.824623+00:00,A+B,False,,aiporre/hippo-spharm#1::requirements.txt::plotly::add,
aiporre/hippo-spharm#1,aiporre/hippo-spharm,https://github.com/aiporre/hippo-spharm/pull/1,2026-02-25T15:43:59Z,,aidev_agent:copilot,requirements.txt,seaborn,,,add,NONE,NONE,,high,dual_independent(labeler_A=evidence; labeler_B=live_pypi_osv),2026-06-13T19:18:48.750510+00:00,A+B,False,,aiporre/hippo-spharm#1::requirements.txt::seaborn::add,
aiporre/hippo-spharm#1,aiporre/hippo-spharm,https://github.com/aiporre/hippo-spharm/pull/1,2026-02-25T15:43:59Z,,aidev_agent:copilot,requirements.txt,tqdm,,,add,NONE,NONE,,high,dual_independent(labeler_A=evidence; labeler_B=live_pypi_osv),2026-06-13T19:18:48.814761+00:00,A+B,False,,aiporre/hippo-spharm#1::requirements.txt::tqdm::add,
aiporre/hippo-spharm#1,aiporre/hippo-spharm,https://github.com/aiporre/hippo-spharm/pull/1,2026-02-25T15:43:59Z,,aidev_agent:copilot,requirements.txt,filelock,,,add,NONE,NONE,,high,dual_independent(labeler_A=evidence; labeler_B=live_pypi_osv),2026-06-13T19:18:48.784376+00:00,A+B,False,,aiporre/hippo-spharm#1::requirements.txt::filelock::add,
aiporre/hippo-spharm#1,aiporre/hippo-spharm,https://github.com/aiporre/hippo-spharm/pull/1,2026-02-25T15:43:59Z,,aidev_agent:copilot,requirements.txt,nipype,,,add,NONE,NONE,,high,dual_independent(labeler_A=evidence; labeler_B=live_pypi_osv),2026-06-13T19:18:48.995069+00:00,A+B,False,,aiporre/hippo-spharm#1::requirements.txt::nipype::add,
scieloorg/xylose#205,scieloorg/xylose,https://github.com/scieloorg/xylose/pull/205,2026-04-27T18:08:16Z,,aidev_agent:copilot,setup.py,legendarium,,>=2.0.6,version_change,NONE,NONE,,high,dual_independent(labeler_A=evidence; labeler_B=live_pypi_osv),2026-06-13T19:18:48.883420+00:00,A+B,False,,scieloorg/xylose#205::setup.py::legendarium::version_change,
nickeldone/invoice-api#79,nickeldone/invoice-api,https://github.com/nickeldone/invoice-api/pull/79,2026-04-11T00:18:24Z,,aidev_agent:copilot,requirements.txt,pytest,,>=8.0.0,add,NONE,NONE,,high,dual_independent(labeler_A=evidence; labeler_B=live_pypi_osv),2026-06-13T19:18:48.910910+00:00,A+B,False,,nickeldone/invoice-api#79::requirements.txt::pytest::add,
nickeldone/invoice-api#84,nickeldone/invoice-api,https://github.com/nickeldone/invoice-api/pull/84,2026-04-11T00:35:45Z,,aidev_agent:copilot,requirements.txt,pytest,,>=7.0.0,add,NONE,NONE,,high,dual_independent(labeler_A=evidence; labeler_B=live_pypi_osv),2026-06-13T19:18:48.794761+00:00,A+B,False,,nickeldone/invoice-api#84::requirements.txt::pytest::add,
nickeldone/invoice-api#83,nickeldone/invoice-api,https://github.com/nickeldone/invoice-api/pull/83,2026-04-11T00:33:14Z,,aidev_agent:copilot,requirements.txt,pytest,,>=7.0.0,add,NONE,NONE,,high,dual_independent(labeler_A=evidence; labeler_B=live_pypi_osv),2026-06-13T19:18:48.802641+00:00,A+B,False,,nickeldone/invoice-api#83::requirements.txt::pytest::add,
nickeldone/invoice-api#80,nickeldone/invoice-api,https://github.com/nickeldone/invoice-api/pull/80,2026-04-11T00:23:08Z,,aidev_agent:copilot,requirements.txt,pytest,,>=8.0.0,add,NONE,NONE,,high,dual_independent(labeler_A=evidence; labeler_B=live_pypi_osv),2026-06-13T19:18:48.843069+00:00,A+B,False,,nickeldone/invoice-api#80::requirements.txt::pytest::add,
nickeldone/invoice-api#95,nickeldone/invoice-api,https://github.com/nickeldone/invoice-api/pull/95,2026-04-11T10:50:38Z,,aidev_agent:copilot,requirements.txt,pytest,,>=7.0.0,add,NONE,NONE,,high,dual_independent(labeler_A=evidence; labeler_B=live_pypi_osv),2026-06-13T19:18:48.958876+00:00,A+B,False,,nickeldone/invoice-api#95::requirements.txt::pytest::add,
yohei-takahashi/20260417-githubcopilot#14,yohei-takahashi/20260417-githubcopilot,https://github.com/yohei-takahashi/20260417-githubcopilot/pull/14,2026-04-17T07:43:42Z,,aidev_agent:copilot,1.pomodoro/requirements.txt,Flask,,">=3.0,<4.0",add,NONE,NONE,,high,dual_independent(labeler_A=evidence; labeler_B=live_pypi_osv),2026-06-13T19:18:49.243713+00:00,A+B,False,,yohei-takahashi/20260417-githubcopilot#14::1.pomodoro/requirements.txt::flask::add,
yohei-takahashi/20260417-githubcopilot#14,yohei-takahashi/20260417-githubcopilot,https://github.com/yohei-takahashi/20260417-githubcopilot/pull/14,2026-04-17T07:43:42Z,,aidev_agent:copilot,1.pomodoro/requirements.txt,pytest,,">=8.0,<10.0",add,NONE,NONE,,high,dual_independent(labeler_A=evidence; labeler_B=live_pypi_osv),2026-06-13T19:18:49.003823+00:00,A+B,False,,yohei-takahashi/20260417-githubcopilot#14::1.pomodoro/requirements.txt::pytest::add,
ssk525/agentic-research-assistant#3,ssk525/agentic-research-assistant,https://github.com/ssk525/agentic-research-assistant/pull/3,2026-06-09T05:34:07Z,,aidev_agent:copilot,requirements.txt,sqlalchemy,,==2.0.35,version_change,NONE,NONE,,high,dual_independent(labeler_A=evidence; labeler_B=live_pypi_osv),2026-06-13T19:18:49.275484+00:00,A+B,False,,ssk525/agentic-research-assistant#3::requirements.txt::sqlalchemy::version_change,
donny-devops/fastapi-starter-kit#4,donny-devops/fastapi-starter-kit,https://github.com/donny-devops/fastapi-starter-kit/pull/4,2026-06-08T11:21:05Z,,aidev_agent:copilot,requirements.txt,itsdangerous,,==2.2.0,add,NONE,NONE,,high,dual_independent(labeler_A=evidence; labeler_B=live_pypi_osv),2026-06-13T19:18:48.846256+00:00,A+B,False,,donny-devops/fastapi-starter-kit#4::requirements.txt::itsdangerous::add,
LulzSec1337/MailXapp#11,LulzSec1337/MailXapp,https://github.com/LulzSec1337/MailXapp/pull/11,2026-04-01T20:29:39Z,,aidev_agent:copilot,requirements.txt,ttkbootstrap,,>=1.10.1,add,NONE,NONE,,high,dual_independent(labeler_A=evidence; labeler_B=live_pypi_osv),2026-06-13T19:18:48.888187+00:00,A+B,False,,LulzSec1337/MailXapp#11::requirements.txt::ttkbootstrap::add,
LulzSec1337/MailXapp#11,LulzSec1337/MailXapp,https://github.com/LulzSec1337/MailXapp/pull/11,2026-04-01T20:29:39Z,,aidev_agent:copilot,requirements.txt,msal,,>=1.20.0,add,NONE,NONE,,high,dual_independent(labeler_A=evidence; labeler_B=live_pypi_osv),2026-06-13T19:18:49.461816+00:00,A+B,False,,LulzSec1337/MailXapp#11::requirements.txt::msal::add,
LulzSec1337/MailXapp#11,LulzSec1337/MailXapp,https://github.com/LulzSec1337/MailXapp/pull/11,2026-04-01T20:29:39Z,,aidev_agent:copilot,requirements.txt,requests,,>=2.28.0,add,NONE,NONE,,high,dual_independent(labeler_A=evidence; labeler_B=live_pypi_osv),2026-06-13T19:18:48.908397+00:00,A+B,False,,LulzSec1337/MailXapp#11::requirements.txt::requests::add,
motanova84/Riemann-adelic#228,motanova84/Riemann-adelic,https://github.com/motanova84/Riemann-adelic/pull/228,2025-09-25T08:31:57Z,,aidev_agent:copilot,requirements.txt,scipy,,>=1.11.0,remove,NONE,NONE,,high,dual_independent(labeler_A=evidence; labeler_B=live_pypi_osv),2026-06-13T19:18:49.000316+00:00,A+B,False,,motanova84/Riemann-adelic#228::requirements.txt::scipy::remove,
Jems0033/smart-ml-dashboard#1,Jems0033/smart-ml-dashboard,https://github.com/Jems0033/smart-ml-dashboard/pull/1,2026-04-28T14:41:57Z,,aidev_agent:copilot,requirements.txt,streamlit,,>=1.28.0,add,NONE,NONE,,high,dual_independent(labeler_A=evidence; labeler_B=live_pypi_osv),2026-06-13T19:18:49.144504+00:00,A+B,False,,Jems0033/smart-ml-dashboard#1::requirements.txt::streamlit::add,
Jems0033/smart-ml-dashboard#1,Jems0033/smart-ml-dashboard,https://github.com/Jems0033/smart-ml-dashboard/pull/1,2026-04-28T14:41:57Z,,aidev_agent:copilot,requirements.txt,pandas,,>=1.5.0,add,NONE,S4_LICENSE_POLICY_CONFLICT,,high,dual_independent(labeler_A=evidence; labeler_B=live_pypi_osv),2026-06-13T19:18:49.388872+00:00,A+B,False,,Jems0033/smart-ml-dashboard#1::requirements.txt::pandas::add,
Jems0033/smart-ml-dashboard#1,Jems0033/smart-ml-dashboard,https://github.com/Jems0033/smart-ml-dashboard/pull/1,2026-04-28T14:41:57Z,,aidev_agent:copilot,requirements.txt,scikit-learn,,>=1.2.0,add,NONE,NONE,,high,dual_independent(labeler_A=evidence; labeler_B=live_pypi_osv),2026-06-13T19:18:49.206390+00:00,A+B,False,,Jems0033/smart-ml-dashboard#1::requirements.txt::scikit-learn::add,
Jems0033/smart-ml-dashboard#1,Jems0033/smart-ml-dashboard,https://github.com/Jems0033/smart-ml-dashboard/pull/1,2026-04-28T14:41:57Z,,aidev_agent:copilot,requirements.txt,matplotlib,,>=3.6.0,add,NONE,S4_LICENSE_POLICY_CONFLICT,,high,dual_independent(labeler_A=evidence; labeler_B=live_pypi_osv),2026-06-13T19:18:49.217762+00:00,A+B,False,,Jems0033/smart-ml-dashboard#1::requirements.txt::matplotlib::add,
Jems0033/smart-ml-dashboard#1,Jems0033/smart-ml-dashboard,https://github.com/Jems0033/smart-ml-dashboard/pull/1,2026-04-28T14:41:57Z,,aidev_agent:copilot,requirements.txt,seaborn,,>=0.12.0,add,NONE,NONE,,high,dual_independent(labeler_A=evidence; labeler_B=live_pypi_osv),2026-06-13T19:18:49.007806+00:00,A+B,False,,Jems0033/smart-ml-dashboard#1::requirements.txt::seaborn::add,
Jems0033/smart-ml-dashboard#1,Jems0033/smart-ml-dashboard,https://github.com/Jems0033/smart-ml-dashboard/pull/1,2026-04-28T14:41:57Z,,aidev_agent:copilot,requirements.txt,numpy,,>=1.23.0,add,NONE,NONE,,high,dual_independent(labeler_A=evidence; labeler_B=live_pypi_osv),2026-06-13T19:18:49.426915+00:00,A+B,False,,Jems0033/smart-ml-dashboard#1::requirements.txt::numpy::add,
samstill/company_management_backend#1,samstill/company_management_backend,https://github.com/samstill/company_management_backend/pull/1,2026-05-29T07:51:41Z,,aidev_agent:copilot,requirements.txt,asgiref,,==3.11.1,version_change,NONE,NONE,,high,dual_independent(labeler_A=evidence; labeler_B=live_pypi_osv),2026-06-13T19:18:49.025862+00:00,A+B,False,,samstill/company_management_backend#1::requirements.txt::asgiref::version_change,
samstill/company_management_backend#1,samstill/company_management_backend,https://github.com/samstill/company_management_backend/pull/1,2026-05-29T07:51:41Z,,aidev_agent:copilot,requirements.txt,Django,,==5.1.15,version_change,NONE,NONE,,high,dual_independent(labeler_A=evidence; labeler_B=live_pypi_osv),2026-06-13T19:18:49.621717+00:00,A+B,False,,samstill/company_management_backend#1::requirements.txt::django::version_change,
samstill/company_management_backend#1,samstill/company_management_backend,https://github.com/samstill/company_management_backend/pull/1,2026-05-29T07:51:41Z,,aidev_agent:copilot,requirements.txt,djangorestframework,,==3.17.1,version_change,NONE,NONE,,high,dual_independent(labeler_A=evidence; labeler_B=live_pypi_osv),2026-06-13T19:18:49.252492+00:00,A+B,False,,samstill/company_management_backend#1::requirements.txt::djangorestframework::version_change,
samstill/company_management_backend#1,samstill/company_management_backend,https://github.com/samstill/company_management_backend/pull/1,2026-05-29T07:51:41Z,,aidev_agent:copilot,requirements.txt,djangorestframework-simplejwt,,==5.5.1,version_change,NONE,NONE,,high,dual_independent(labeler_A=evidence; labeler_B=live_pypi_osv),2026-06-13T19:18:49.241257+00:00,A+B,False,,samstill/company_management_backend#1::requirements.txt::djangorestframework-simplejwt::version_change,
samstill/company_management_backend#1,samstill/company_management_backend,https://github.com/samstill/company_management_backend/pull/1,2026-05-29T07:51:41Z,,aidev_agent:copilot,requirements.txt,pillow,,==12.2.0,version_change,P3_DIRECT_KNOWN_VULNERABILITY,NONE,advisory_published_before_pr,high,dual_independent(labeler_A=evidence; labeler_B=live_pypi_osv),2026-06-13T19:18:49.581417+00:00,A+B,True,P3_DIRECT_KNOWN_VULNERABILITY,samstill/company_management_backend#1::requirements.txt::pillow::version_change,
samstill/company_management_backend#1,samstill/company_management_backend,https://github.com/samstill/company_management_backend/pull/1,2026-05-29T07:51:41Z,,aidev_agent:copilot,requirements.txt,PyJWT,,==2.12.0,version_change,P3_DIRECT_KNOWN_VULNERABILITY,NONE,advisory_published_before_pr,high,dual_independent(labeler_A=evidence; labeler_B=live_pypi_osv),2026-06-13T19:18:49.431872+00:00,A+B,False,,samstill/company_management_backend#1::requirements.txt::pyjwt::version_change,
samstill/company_management_backend#1,samstill/company_management_backend,https://github.com/samstill/company_management_backend/pull/1,2026-05-29T07:51:41Z,,aidev_agent:copilot,requirements.txt,sqlparse,,==0.5.4,version_change,NONE,NONE,,high,dual_independent(labeler_A=evidence; labeler_B=live_pypi_osv),2026-06-13T19:18:49.585578+00:00,A+B,False,,samstill/company_management_backend#1::requirements.txt::sqlparse::version_change,
mdshahadathossainit/siamese-lstm-paraphrase-identification#1,mdshahadathossainit/siamese-lstm-paraphrase-identification,https://github.com/mdshahadathossainit/siamese-lstm-paraphrase-identification/pull/1,2026-05-02T07:36:14Z,,aidev_agent:copilot,requirements.txt,torch,,>=2.0.0,add,NONE,NONE,,high,dual_independent(labeler_A=evidence; labeler_B=live_pypi_osv),2026-06-13T19:18:49.695130+00:00,A+B,False,,mdshahadathossainit/siamese-lstm-paraphrase-identification#1::requirements.txt::torch::add,
mdshahadathossainit/siamese-lstm-paraphrase-identification#1,mdshahadathossainit/siamese-lstm-paraphrase-identification,https://github.com/mdshahadathossainit/siamese-lstm-paraphrase-identification/pull/1,2026-05-02T07:36:14Z,,aidev_agent:copilot,requirements.txt,torchvision,,>=0.15.0,add,NONE,NONE,,high,dual_independent(labeler_A=evidence; labeler_B=live_pypi_osv),2026-06-13T19:18:49.422508+00:00,A+B,False,,mdshahadathossainit/siamese-lstm-paraphrase-identification#1::requirements.txt::torchvision::add,
mdshahadathossainit/siamese-lstm-paraphrase-identification#1,mdshahadathossainit/siamese-lstm-paraphrase-identification,https://github.com/mdshahadathossainit/siamese-lstm-paraphrase-identification/pull/1,2026-05-02T07:36:14Z,,aidev_agent:copilot,requirements.txt,pandas,,>=1.5.0,add,NONE,S4_LICENSE_POLICY_CONFLICT,,high,dual_independent(labeler_A=evidence; labeler_B=live_pypi_osv),2026-06-13T19:18:49.772817+00:00,A+B,False,,mdshahadathossainit/siamese-lstm-paraphrase-identification#1::requirements.txt::pandas::add,
mdshahadathossainit/siamese-lstm-paraphrase-identification#1,mdshahadathossainit/siamese-lstm-paraphrase-identification,https://github.com/mdshahadathossainit/siamese-lstm-paraphrase-identification/pull/1,2026-05-02T07:36:14Z,,aidev_agent:copilot,requirements.txt,numpy,,>=1.23.0,add,NONE,NONE,,high,dual_independent(labeler_A=evidence; labeler_B=live_pypi_osv),2026-06-13T19:18:49.590491+00:00,A+B,False,,mdshahadathossainit/siamese-lstm-paraphrase-identification#1::requirements.txt::numpy::add,
mdshahadathossainit/siamese-lstm-paraphrase-identification#1,mdshahadathossainit/siamese-lstm-paraphrase-identification,https://github.com/mdshahadathossainit/siamese-lstm-paraphrase-identification/pull/1,2026-05-02T07:36:14Z,,aidev_agent:copilot,requirements.txt,scikit-learn,,>=1.2.0,add,NONE,NONE,,high,dual_independent(labeler_A=evidence; labeler_B=live_pypi_osv),2026-06-13T19:18:49.395454+00:00,A+B,False,,mdshahadathossainit/siamese-lstm-paraphrase-identification#1::requirements.txt::scikit-learn::add,
mdshahadathossainit/siamese-lstm-paraphrase-identification#1,mdshahadathossainit/siamese-lstm-paraphrase-identification,https://github.com/mdshahadathossainit/siamese-lstm-paraphrase-identification/pull/1,2026-05-02T07:36:14Z,,aidev_agent:copilot,requirements.txt,nltk,,>=3.8.0,add,NONE,NONE,,high,dual_independent(labeler_A=evidence; labeler_B=live_pypi_osv),2026-06-13T19:18:49.680056+00:00,A+B,False,,mdshahadathossainit/siamese-lstm-paraphrase-identification#1::requirements.txt::nltk::add,
mdshahadathossainit/siamese-lstm-paraphrase-identification#1,mdshahadathossainit/siamese-lstm-paraphrase-identification,https://github.com/mdshahadathossainit/siamese-lstm-paraphrase-identification/pull/1,2026-05-02T07:36:14Z,,aidev_agent:copilot,requirements.txt,gensim,,>=4.3.0,add,NONE,S4_LICENSE_POLICY_CONFLICT,,high,dual_independent(labeler_A=evidence; labeler_B=live_pypi_osv),2026-06-13T19:18:50.056835+00:00,A+B,False,,mdshahadathossainit/siamese-lstm-paraphrase-identification#1::requirements.txt::gensim::add,
mdshahadathossainit/siamese-lstm-paraphrase-identification#1,mdshahadathossainit/siamese-lstm-paraphrase-identification,https://github.com/mdshahadathossainit/siamese-lstm-paraphrase-identification/pull/1,2026-05-02T07:36:14Z,,aidev_agent:copilot,requirements.txt,tqdm,,>=4.64.0,add,NONE,NONE,,high,dual_independent(labeler_A=evidence; labeler_B=live_pypi_osv),2026-06-13T19:18:49.480431+00:00,A+B,False,,mdshahadathossainit/siamese-lstm-paraphrase-identification#1::requirements.txt::tqdm::add,
mdshahadathossainit/siamese-lstm-paraphrase-identification#1,mdshahadathossainit/siamese-lstm-paraphrase-identification,https://github.com/mdshahadathossainit/siamese-lstm-paraphrase-identification/pull/1,2026-05-02T07:36:14Z,,aidev_agent:copilot,requirements.txt,matplotlib,,>=3.6.0,add,NONE,S4_LICENSE_POLICY_CONFLICT,,high,dual_independent(labeler_A=evidence; labeler_B=live_pypi_osv),2026-06-13T19:18:49.682570+00:00,A+B,False,,mdshahadathossainit/siamese-lstm-paraphrase-identification#1::requirements.txt::matplotlib::add,
mdshahadathossainit/siamese-lstm-paraphrase-identification#1,mdshahadathossainit/siamese-lstm-paraphrase-identification,https://github.com/mdshahadathossainit/siamese-lstm-paraphrase-identification/pull/1,2026-05-02T07:36:14Z,,aidev_agent:copilot,requirements.txt,seaborn,,>=0.12.0,add,NONE,NONE,,high,dual_independent(labeler_A=evidence; labeler_B=live_pypi_osv),2026-06-13T19:18:49.615975+00:00,A+B,False,,mdshahadathossainit/siamese-lstm-paraphrase-identification#1::requirements.txt::seaborn::add,
mdshahadathossainit/siamese-lstm-paraphrase-identification#1,mdshahadathossainit/siamese-lstm-paraphrase-identification,https://github.com/mdshahadathossainit/siamese-lstm-paraphrase-identification/pull/1,2026-05-02T07:36:14Z,,aidev_agent:copilot,requirements.txt,jupyter,,>=1.0.0,add,NONE,NONE,,high,dual_independent(labeler_A=evidence; labeler_B=live_pypi_osv),2026-06-13T19:18:49.739357+00:00,A+B,False,,mdshahadathossainit/siamese-lstm-paraphrase-identification#1::requirements.txt::jupyter::add,
mdshahadathossainit/siamese-lstm-paraphrase-identification#1,mdshahadathossainit/siamese-lstm-paraphrase-identification,https://github.com/mdshahadathossainit/siamese-lstm-paraphrase-identification/pull/1,2026-05-02T07:36:14Z,,aidev_agent:copilot,requirements.txt,ipykernel,,>=6.20.0,add,NONE,NONE,,high,dual_independent(labeler_A=evidence; labeler_B=live_pypi_osv),2026-06-13T19:18:49.587471+00:00,A+B,False,,mdshahadathossainit/siamese-lstm-paraphrase-identification#1::requirements.txt::ipykernel::add,
ssk525/agentic-research-assistant#4,ssk525/agentic-research-assistant,https://github.com/ssk525/agentic-research-assistant/pull/4,2026-06-09T06:14:44Z,,aidev_agent:copilot,requirements.txt,sqlalchemy,,==2.0.35,version_change,NONE,NONE,,high,dual_independent(labeler_A=evidence; labeler_B=live_pypi_osv),2026-06-13T19:18:49.635118+00:00,A+B,False,,ssk525/agentic-research-assistant#4::requirements.txt::sqlalchemy::version_change,
ssk525/agentic-research-assistant#1,ssk525/agentic-research-assistant,https://github.com/ssk525/agentic-research-assistant/pull/1,2026-06-08T18:16:42Z,,aidev_agent:copilot,requirements.txt,sqlalchemy,,==2.0.35,version_change,NONE,NONE,,high,dual_independent(labeler_A=evidence; labeler_B=live_pypi_osv),2026-06-13T19:18:50.307554+00:00,A+B,False,,ssk525/agentic-research-assistant#1::requirements.txt::sqlalchemy::version_change,
