url,agent,created_at,n_deps,guard_category,category,has_runtime_add,has_runtime_mod,has_dev_add,has_optional_add,has_metadata_only
https://github.com/kalanyuz/approve-watch/pull/1,cursor,2026-05-08,5,gap_only,new_runtime_dep,True,False,False,True,True
https://github.com/usik/tamagotchi/pull/8,cursor,2026-04-01,0,true_neg,metadata_config_only,False,False,False,False,True
https://github.com/andre-koga/bulk-payments-poc/pull/2,cursor,2026-05-19,8,gap_only,optional_dep_addition,False,False,False,True,True
https://github.com/LBP97541135/MultiAgent-Werewolf/pull/4,cursor,2026-05-23,0,true_neg,metadata_config_only,False,False,False,False,True
https://github.com/bigler-webapps/webapp-template/pull/11,claude-code,2026-05-21,1,gap_only,mixed,True,True,False,False,False
https://github.com/puffo-ai/puffo-agent/pull/21,codex,2026-05-16,0,true_neg,metadata_config_only,False,False,False,False,True
https://github.com/HansaDR/loco-ai-test/pull/1,codex,2026-03-21,5,gap_only,new_runtime_dep,True,False,False,False,False
https://github.com/HrRodan/agent-workspace-mcp/pull/27,codex,2026-05-09,1,gap_only,mixed,True,True,False,False,True
https://github.com/abramovmarketing88-byte/Avitolog/pull/1,codex,2026-04-20,5,gap_only,new_runtime_dep,True,False,False,False,False
https://github.com/ebibibi/claude-code-discord-bridge/pull/404,codex,2026-05-15,0,true_neg,metadata_config_only,False,False,False,False,True
https://github.com/max-sixty/tend/pull/545,codex,2026-05-16,0,true_neg,metadata_config_only,False,False,False,False,True
https://github.com/jacksonsiow-ai/jackson-ai-system/pull/1,codex,2026-03-14,5,gap_only,new_runtime_dep,True,False,False,False,False
https://github.com/VorobiovD/air/pull/41,codex,2026-04-28,1,gap_only,new_runtime_dep,True,False,False,False,True
https://github.com/lotbones1-code/social_agent_codex/pull/60,codex,2025-11-28,1,gap_only,new_runtime_dep,True,False,False,False,False
https://github.com/ishandutta0098/orion/pull/1,codex,2025-07-30,2,gap_only,mixed,True,True,False,False,False
https://github.com/open-telemetry/opentelemetry-python-genai/pull/73,codex,2026-05-22,1,gap_only,mixed,True,True,False,False,False
https://github.com/trask/semantic-conventions-genai-orig/pull/28,codex,2026-04-29,11,gap_only,mixed,True,True,False,False,True
https://github.com/SimoKiihamaki/autodev/pull/56,codex,2025-12-12,0,true_neg,metadata_config_only,False,False,False,False,True
https://github.com/felipe-parodi/eeg_sync/pull/9,codex,2026-05-14,12,gap_only,optional_dep_addition,False,False,False,True,True
https://github.com/psi-oss/get-physics-done/pull/93,codex,2026-04-06,0,true_neg,metadata_config_only,False,False,False,False,True
https://github.com/DoRmAmMu1997/ChatBot/pull/1,codex,2026-05-10,3,gap_only,new_runtime_dep,True,False,False,False,False
https://github.com/vinnyp/lazypandas/pull/11,codex,2026-05-22,0,true_neg,metadata_config_only,False,False,False,False,True
https://github.com/mauriciomenon/SSA_Consulta_Rapida/pull/49,codex,2026-04-26,0,true_neg,metadata_config_only,False,False,False,False,True
https://github.com/vinnyp/lazypandas/pull/6,codex,2026-05-22,2,gap_only,new_runtime_dep,True,False,False,False,True
https://github.com/KjellKod/metrics-and-insights/pull/111,codex,2026-04-23,1,gap_only,mixed,True,True,False,False,False
https://github.com/2513502304/bilibili-mall/pull/1,codex,2026-05-13,7,gap_only,new_runtime_dep,True,False,False,False,True
https://github.com/vinnyp/lazypandas/pull/12,codex,2026-05-22,0,true_neg,metadata_config_only,False,False,False,False,True
https://github.com/keelapi/keel-verifier/pull/12,codex,2026-05-22,0,true_neg,metadata_config_only,False,False,False,False,True
https://github.com/dbosk/nytid/pull/292,codex,2026-03-08,1,true_neg,existing_dep_update,False,True,False,False,True
https://github.com/pyca/pyopenssl/pull/1500,continue,2026-05-04,1,gap_only,mixed,True,True,False,False,False
https://github.com/biocypher/biocypher/pull/513,continue,2026-05-13,0,true_neg,metadata_config_only,False,False,False,False,True
https://github.com/danniesidequestmaxxing/watchlist-tracking/pull/1,continue,2026-05-08,1,gap_only,mixed,True,True,False,False,False
https://github.com/Luke-Bradford/eBull/pull/18,continue,2026-04-04,0,true_neg,metadata_config_only,False,False,False,False,False
https://github.com/johnny-neang/Anima/pull/1,continue,2026-05-07,1,gap_only,new_runtime_dep,True,False,False,False,False
https://github.com/saitatter/pylrcget/pull/21,continue,2026-04-23,0,true_neg,metadata_config_only,False,False,False,False,True
https://github.com/t11z/pan-edl/pull/2,continue,2026-05-15,3,gap_only,new_runtime_dep,True,False,False,False,False
https://github.com/Daffodil-lab/Flauna/pull/5,continue,2026-04-27,2,gap_only,new_runtime_dep,True,False,False,True,True
