url,agent,created_at,n_deps,guard_category,category,has_runtime_add,has_runtime_mod,has_dev_add,has_optional_add,has_metadata_only
https://github.com/usik/tamagotchi/pull/8,cursor,2026-04-01,0,true_neg,metadata_config_only,False,False,False,False,True
https://github.com/kazemnezhadsina144-dot/Noetfield/pull/10,cursor,2026-05-29,8,gap_only,new_runtime_dep,True,False,False,False,True
https://github.com/andre-koga/bulk-payments-poc/pull/2,cursor,2026-05-19,8,gap_only,optional_dep_addition,False,False,False,True,True
https://github.com/diazMelgarejo/orama-system/pull/56,cursor,2026-05-27,3,gap_only,mixed,True,True,False,True,True
https://github.com/relighting123/scheduler/pull/17,cursor,2026-05-31,5,true_neg,existing_dep_update,False,True,False,False,False
https://github.com/grinvi04/webhook-service/pull/2,claude-code,2026-06-01,1,gap_only,new_runtime_dep,True,False,False,False,False
https://github.com/ZionCompanyAI/zdailyscan/pull/164,claude-code,2026-06-02,1,gap_only,new_runtime_dep,True,False,False,False,False
https://github.com/amigne/sakn/pull/332,claude-code,2026-06-01,0,true_neg,metadata_config_only,False,False,False,False,True
https://github.com/Yeimaoz/binance-shioaji-sdk/pull/17,claude-code,2026-05-31,0,true_neg,metadata_config_only,False,False,False,False,True
https://github.com/eatbas/symphony-api/pull/3,claude-code,2026-05-30,0,true_neg,new_runtime_dep,True,False,False,False,False
https://github.com/123chuang/AI-PR-Review/pull/8,claude-code,2026-05-29,1,gap_only,new_runtime_dep,True,False,False,False,False
https://github.com/ZionCompanyAI/zdailyscan/pull/140,claude-code,2026-06-01,1,gap_only,new_runtime_dep,True,False,False,False,False
https://github.com/valdomirosouza/Repository-Template/pull/55,claude-code,2026-06-01,0,true_neg,metadata_config_only,False,False,False,False,True
https://github.com/PlateerLab/document-adapter/pull/19,claude-code,2026-06-02,0,true_neg,metadata_config_only,False,False,False,False,True
https://github.com/valdomirosouza/Repository-Template/pull/54,claude-code,2026-06-01,0,true_neg,metadata_config_only,False,False,False,False,True
https://github.com/valdomirosouza/Repository-Template/pull/53,claude-code,2026-06-01,0,true_neg,metadata_config_only,False,False,False,False,True
https://github.com/valdomirosouza/Repository-Template/pull/48,claude-code,2026-06-01,0,true_neg,metadata_config_only,False,False,False,False,True
https://github.com/cdevers/Blue-Pearmain/pull/173,claude-code,2026-05-31,0,true_neg,metadata_config_only,False,False,False,False,True
https://github.com/valdomirosouza/Repository-Template/pull/39,claude-code,2026-06-01,0,true_neg,metadata_config_only,False,False,False,False,True
https://github.com/valdomirosouza/Repository-Template/pull/63,claude-code,2026-06-01,0,true_neg,metadata_config_only,False,False,False,False,True
https://github.com/puffo-ai/puffo-agent/pull/21,codex,2026-05-16,0,true_neg,metadata_config_only,False,False,False,False,True
https://github.com/HansaDR/loco-ai-test/pull/1,codex,2026-03-21,5,gap_only,new_runtime_dep,True,False,False,False,False
https://github.com/HrRodan/agent-workspace-mcp/pull/27,codex,2026-05-09,1,gap_only,mixed,True,True,False,False,True
https://github.com/abramovmarketing88-byte/Avitolog/pull/1,codex,2026-04-20,5,gap_only,new_runtime_dep,True,False,False,False,False
https://github.com/ebibibi/claude-code-discord-bridge/pull/404,codex,2026-05-15,0,true_neg,metadata_config_only,False,False,False,False,True
https://github.com/max-sixty/tend/pull/545,codex,2026-05-16,0,true_neg,metadata_config_only,False,False,False,False,True
https://github.com/jacksonsiow-ai/jackson-ai-system/pull/1,codex,2026-03-14,5,gap_only,new_runtime_dep,True,False,False,False,False
https://github.com/VorobiovD/air/pull/41,codex,2026-04-28,1,gap_only,new_runtime_dep,True,False,False,False,True
https://github.com/ishandutta0098/orion/pull/1,codex,2025-07-30,2,gap_only,mixed,True,True,False,False,False
https://github.com/lotbones1-code/social_agent_codex/pull/60,codex,2025-11-28,1,gap_only,new_runtime_dep,True,False,False,False,False
https://github.com/open-telemetry/opentelemetry-python-genai/pull/73,codex,2026-05-22,1,gap_only,mixed,True,True,False,False,False
https://github.com/trask/semantic-conventions-genai-orig/pull/28,codex,2026-04-29,11,gap_only,mixed,True,True,False,False,True
https://github.com/SimoKiihamaki/autodev/pull/56,codex,2025-12-12,0,true_neg,metadata_config_only,False,False,False,False,True
https://github.com/felipe-parodi/eeg_sync/pull/9,codex,2026-05-14,12,gap_only,optional_dep_addition,False,False,False,True,True
